id,locationid,applicant,Facilitytype,facilitytype,cnn,full_address,address,permit,Status,status,latitude,longitude,schedule,approved,Received,expiration
62,1174530,CC Acquisition LLC,Push Cart,2,13060000,VALENCIA ST: 16TH ST to 17TH ST (500 - 599),560 VALENCIA ST,18MFF-0034,REQUESTED,1,37.7638580813603,-122.422082620993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0034&ExportPDF=1&Filename=18MFF-0034_schedule.pdf,,2018-06-12,07/15/2019 12:00:00 AM
63,1181838,Anas Goodies Catering,Truck,1,5687000,FOLSOM ST: ERIE ST to 14TH ST (1718 - 1799),1750 FOLSOM ST,18MFF-0048,APPROVED,2,37.7689035205665,-122.415981174601,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
64,1181742,BH & MT LLC,Truck,1,8764101,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,18MFF-0047,APPROVED,2,37.7666247727157,-122.429511176347,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
65,1184842,Liang Bai Ping,Truck,1,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1265 THOMAS AVE,18MFF-0058,APPROVED,2,37.7267096753687,-122.385294691187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
66,1184818,Liang Bai Ping,Truck,1,5862000,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),Assessors Block 3720/Lot001,18MFF-0058,APPROVED,2,37.789691367587,-122.396595637084,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
67,1199771,Two G's Catering,Truck,1,3295000,BRYANT ST: KATE ST to DECATUR ST (940 - 983),950 BRYANT ST,18MFF-0090,APPROVED,2,37.773610979516,-122.405958407112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
68,1181876,Quan Catering,Truck,1,3083000,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),722 BRANNAN ST,18MFF-0049,APPROVED,2,37.7744491107754,-122.402087236063,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
69,1183689,Paradise Catering,Truck,1,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1131 MISSION ST,18MFF-0052,APPROVED,2,37.7783853586477,-122.4113825395,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
70,1200178,SF Cart Project,Truck,1,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,18MFF-0094,APPROVED,2,37.7691244121681,-122.391474911246,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0094&ExportPDF=1&Filename=18MFF-0094_schedule.pdf,08/07/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
71,1181872,Quan Catering,Truck,1,8095000,LANE ST: VAN DYKE AVE to 03RD ST (2100 - 2199),2111 LANE ST,18MFF-0049,APPROVED,2,37.7287879577264,-122.392294820702,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
72,1183676,Paradise Catering,Truck,1,5666000,FOLSOM ST: FALMOUTH ST to 06TH ST (947 - 999),965 FOLSOM ST,18MFF-0052,APPROVED,2,37.7790012679178,-122.404485090358,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
73,1163796,"SOHOMEI, LLC",Truck,1,4614000,DAVIDSON AVE: QUINT ST to RANKIN ST (1500 - 1599),1580 DAVIDSON AVE,18MFF-0028,REQUESTED,1,37.7456930261204,-122.390714584821,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
74,1185395,El Gallo Jiro,Truck,1,1260000,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,18MFF-0062,REQUESTED,1,37.7539277357265,-122.413323129618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0062&ExportPDF=1&Filename=18MFF-0062_schedule.pdf,,2018-07-12,07/15/2019 12:00:00 AM
75,1191894,Mike's Catering,Truck,1,7198000,INDIANA ST: 23RD ST to 25TH ST \ I-280 N ON RAMP (1200 - 1399),Assessors Block 4228/Lot080,18MFF-0084,APPROVED,2,37.7536799789675,-122.390414532294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,07/24/2018 12:00:00 AM,2018-07-24,07/15/2019 12:00:00 AM
76,1183762,Mini Mobile Food Catering,Truck,1,5861002,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,18MFF-0053,APPROVED,2,37.7901855706334,-122.395471725809,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
77,1189525,Linda's Catering,Truck,1,358000,07TH AVE: LINCOLN WAY to HUGO ST (1200 - 1246),1219 07TH AVE,18MFF-0074,APPROVED,2,37.7654969876192,-122.464597619571,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0074&ExportPDF=1&Filename=18MFF-0074_schedule.pdf,07/13/2018 12:00:00 AM,2018-07-13,07/15/2019 12:00:00 AM
78,1181824,Anas Goodies Catering,Truck,1,9582003,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,18MFF-0048,APPROVED,2,37.7272121739004,-122.399636251644,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
79,1213203,Marengo,Truck,1,13456000,WATERLOO ST: MARENGO ST to BAY SHORE BLVD (40 - 99),75 WATERLOO ST,18MFF-0100,REQUESTED,1,37.7386499426562,-122.406186114295,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0100&ExportPDF=1&Filename=18MFF-0100_schedule.pdf,,2018-08-17,
80,1181877,Quan Catering,Truck,1,194201,03RD ST: 25TH ST to 26TH ST (2900 - 2998) -- WEST --,2920 03RD ST,18MFF-0049,APPROVED,2,37.7519716288769,-122.387965483801,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
81,1181502,John's Catering #5,Truck,1,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),610 BRANNAN ST,18MFF-0045,APPROVED,2,37.7766269199223,-122.399555503787,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
82,1189467,Roadside Rotisserie Corporation / Country Grill,Truck,1,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,18MFF-0067,APPROVED,2,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0067&ExportPDF=1&Filename=18MFF-0067_schedule.pdf,07/13/2018 12:00:00 AM,2018-07-13,07/15/2019 12:00:00 AM
83,1183751,Mini Mobile Food Catering,Truck,1,2956003,BERRY ST: 06TH ST to KING ST (400 - 431),420 BERRY ST,18MFF-0053,APPROVED,2,37.7720086564688,-122.399083845473,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
84,1184102,D & T Catering,Truck,1,7417000,JACKSON ST: MAPLE ST to CHERRY ST (3700 - 3799),3756 JACKSON ST,18MFF-0057,APPROVED,2,37.7899082332987,-122.456762533982,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
85,1095675,Senor Sisig,Truck,1,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,18MFF-0007,APPROVED,2,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0007&ExportPDF=1&Filename=18MFF-0007_schedule.pdf,06/05/2018 12:00:00 AM,2018-02-16,07/15/2019 12:00:00 AM
86,1219114,"Halal Cart, LLC",Push Cart,2,8741101,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (401 - 499) -- SOUTH --,455 MARKET ST,18MFF-0104,APPROVED,2,37.7909470419234,-122.398633589404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0104&ExportPDF=1&Filename=18MFF-0104_schedule.pdf,09/12/2018 12:00:00 AM,2018-09-12,07/15/2019 12:00:00 AM
87,1186399,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,1,10995000,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,18MFF-0065,APPROVED,2,37.7654597374682,-122.402136376179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0065&ExportPDF=1&Filename=18MFF-0065_schedule.pdf,07/12/2018 12:00:00 AM,2018-07-12,07/15/2019 12:00:00 AM
88,1163784,"SOHOMEI, LLC",Truck,1,13064000,VALENCIA ST: 18TH ST to 19TH ST (700 - 799),740 VALENCIA ST,18MFF-0028,REQUESTED,1,37.7609571682785,-122.421824199358,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
89,1163797,"SOHOMEI, LLC",Truck,1,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,18MFF-0028,REQUESTED,1,37.7447521916164,-122.385679248721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
90,1181878,Quan Catering,Truck,1,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),645 BRYANT ST,18MFF-0049,APPROVED,2,37.7782665766946,-122.398835922445,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
91,1181891,Park's Catering,Truck,1,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),250 NAPOLEON ST,18MFF-0050,APPROVED,2,37.7467555544775,-122.400906270359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
92,1184105,D & T Catering,Truck,1,11708000,SCOTT ST: PACIFIC AVE to BROADWAY (2500 - 2599),2521 SCOTT ST,18MFF-0057,APPROVED,2,37.7933225090245,-122.440119274474,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
93,1157329,Senor Sisig,Truck,1,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,18MFF-0023,APPROVED,2,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0023&ExportPDF=1&Filename=18MFF-0023_schedule.pdf,05/14/2018 12:00:00 AM,2018-05-10,07/15/2019 12:00:00 AM
94,1181834,Anas Goodies Catering,Truck,1,12483000,TENNESSEE ST: 18TH ST to 19TH ST (700 - 799),790 TENNESSEE ST,18MFF-0048,APPROVED,2,37.7618523975041,-122.38993209325,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
95,1181729,Golden Catering,Truck,1,5374000,EXECUTIVE PARK BLVD: CRESCENT WAY to HARNEY WAY (300 - 399),301 EXECUTIVE PARK BLVD,18MFF-0046,APPROVED,2,37.7116322811949,-122.390016333636,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0046&ExportPDF=1&Filename=18MFF-0046_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
96,1013320,Wu Wei LLC dba MoBowl,Truck,1,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),500 HOWARD ST,17MFF-0191,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0191&ExportPDF=1&Filename=17MFF-0191_schedule.pdf,05/04/2018 12:00:00 AM,2017-08-31,07/15/2019 12:00:00 AM
97,1181833,Anas Goodies Catering,Truck,1,2458000,ARMSTRONG AVE: HAWES ST to INGALLS ST (1300 - 1399),1315 ARMSTRONG AVE,18MFF-0048,APPROVED,2,37.723078757516,-122.387525704017,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
98,1183757,Mini Mobile Food Catering,Truck,1,6711000,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,18MFF-0053,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
99,1181848,Anas Goodies Catering,Truck,1,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,18MFF-0048,APPROVED,2,37.7438311721327,-122.377797368962,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
100,961020,Let's Be Frank,Push Cart,2,6816000,HAYES ST: GOUGH ST to OCTAVIA ST (400 - 499),425 HAYES ST,17MFF-0180,EXPIRED,3,37.7765668965195,-122.423395376727,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0180&ExportPDF=1&Filename=17MFF-0180_schedule.pdf,12/28/2017 12:00:00 AM,2017-04-12,07/15/2018 12:00:00 AM
101,1181908,Park's Catering,Truck,1,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,18MFF-0050,APPROVED,2,37.7441784473757,-122.386715929759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
102,1184825,Liang Bai Ping,Truck,1,13139000,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,18MFF-0058,APPROVED,2,37.7269507643782,-122.387979956262,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
103,1184865,Subs on Hubs,Truck,1,302000,05TH ST: HARRISON ST \ I-80 W OFF RAMP to PERRY ST (400 - 449),400 05TH ST,18MFF-0059,APPROVED,2,37.7787103919009,-122.40183935033,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
104,1181846,Anas Goodies Catering,Truck,1,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,18MFF-0048,APPROVED,2,37.7706833950426,-122.420879561399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
105,1181514,John's Catering #5,Truck,1,7031000,HOWARD ST: BEALE ST to FREMONT ST (300 - 399),300 HOWARD ST,18MFF-0045,APPROVED,2,37.7895693138966,-122.395129390521,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
106,1189468,Roadside Rotisserie Corporation / Country Grill,Truck,1,3419000,BUSH ST: 01ST ST \ MARKET ST to BATTERY ST (1 - 99),1 BUSH ST,18MFF-0068,APPROVED,2,37.7909215072692,-122.400100423738,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0068&ExportPDF=1&Filename=18MFF-0068_schedule.pdf,07/13/2018 12:00:00 AM,2018-07-13,07/15/2019 12:00:00 AM
107,1181889,Park's Catering,Truck,1,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,18MFF-0050,APPROVED,2,37.7447521916164,-122.385679248721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
108,1163787,"SOHOMEI, LLC",Truck,1,8848000,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),500 MASONIC AVE,18MFF-0028,REQUESTED,1,37.7765500428191,-122.446307635558,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
109,1034228,Julie's Hot Dogs,,2,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1850 MISSION ST,17MFF-0196,REQUESTED,1,37.7673550213698,-122.420517913829,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0196&ExportPDF=1&Filename=17MFF-0196_schedule.pdf,,2017-10-27,
110,1181839,Anas Goodies Catering,Truck,1,12544000,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,18MFF-0048,APPROVED,2,37.7579170566901,-122.39547585249,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
111,1184821,Liang Bai Ping,Truck,1,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 CARROLL AVE,18MFF-0058,APPROVED,2,37.7232598663241,-122.391172885969,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
112,1183756,Mini Mobile Food Catering,Truck,1,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,18MFF-0053,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
113,1163799,"SOHOMEI, LLC",Truck,1,8848000,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),599 MASONIC AVE,18MFF-0028,REQUESTED,1,37.7807231475444,-122.447789640478,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
114,934719,"Santana ESG, Inc.",Truck,1,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,17MFF-0122,EXPIRED,3,37.790485146128,-122.40094044069,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0122&ExportPDF=1&Filename=17MFF-0122_schedule.pdf,03/21/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
115,961021,Let's Be Frank,Push Cart,2,8393001,LINDEN ST: GOUGH ST to OCTAVIA ST (300 - 399),404 OCTAVIA ST,17MFF-0180,EXPIRED,3,37.7760390626659,-122.424175571492,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0180&ExportPDF=1&Filename=17MFF-0180_schedule.pdf,12/28/2017 12:00:00 AM,2017-04-12,07/15/2018 12:00:00 AM
116,934627,May Catering,Truck,1,19984000,04TH ST: CHINA BASIN ST to MISSION BAY BLVD (1300 - 1399),1322 04TH ST,17MFF-0110,EXPIRED,3,37.7638707601661,-122.460600563879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
117,1181903,Park's Catering,Truck,1,10397000,PHELPS ST: FAIRFAX AVE to GALVEZ AVE (500 - 599),525 PHELPS ST,18MFF-0050,APPROVED,2,37.7417606496655,-122.389097970195,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
